id,original_address_1,original_address_2,standardized_address_1,standardized_address_2,match_level,confidence_score,analysis,method_used,timestamp,status
77,"Route de la Maison, Caree 1242    ,Satigny,CHE","Route de la Maison-Carrée 31,CHE","Route de la Maison-Carrée 1242, Satigny, CHE","Route de la Maison-Carrée 31, CHE",MEDIUM,50,"Different street numbers, same street name but different cities. Possible relation but not the same address.",azure_openai_batch_with_standardization,2025-08-21T20:50:53.435146,success
78,"24 AVENUE DE PROVENCE, 1007     ,Lausanne,CHE","Avenue de Provence 10-12,CHE","Avenue de Provence 24, Lausanne, 1007, CHE","Avenue de Provence 10-12, CHE",LOW,30,"Different street numbers, same street name but missing city information in the second address. Low likelihood of being the same address.",azure_openai_batch_with_standardization,2025-08-21T20:50:53.435146,success
79,"Uferstrasse 70. 4057    ,Basel,CHE","Uferstrasse 70. 4057,CHE","Uferstrasse 70, Basel, 4057, CHE","Uferstrasse 70, 4057, CHE",EXACT,95,"Identical street number and name, same postal code. Minor formatting differences. High likelihood of being the same address.",azure_openai_batch_with_standardization,2025-08-21T20:50:53.435146,success
80,"Rudolf Dieselstr. 25    ,Winterthur,8404,CHE","Rudolf Dieselstr. 25,CHE","Rudolf Dieselstr. 25, Winterthur, 8404, CHE","Rudolf Dieselstr. 25, CHE",HIGH,85,"Identical street number and name, missing city and postal code in the second address. High likelihood of being the same address.",azure_openai_batch_with_standardization,2025-08-21T20:50:53.435146,success
81,"Route de la Maison-carrée 31    ,Satigny,1242,CHE","Route de la Maison-Carrée 31,CHE","Route de la Maison-Carrée 31, Satigny, 1242, CHE","Route de la Maison-Carrée 31, CHE",HIGH,85,"Both addresses have the same street name and number. The first address includes the city and postal code, while the second does not. Given the high similarity and minor differences, they are very likely the same location.",azure_openai_batch_with_standardization,2025-08-21T20:51:07.969691,success
82,"Obere Ey 4    ,Dulliken,4657,CHE","Obere Ey 4,CHE","Obere Ey 4, Dulliken, 4657, CHE","Obere Ey 4, CHE",HIGH,85,"Both addresses have the same street name and number. The first address includes the city and postal code, while the second does not. Given the high similarity and minor differences, they are very likely the same location.",azure_openai_batch_with_standardization,2025-08-21T20:51:07.969691,success
83,"Rue des Moulieres 1242    ,Geneva,CHE","Route des Moulières 6, 1217 Meyrin IRM,CHE","Rue des Moulieres 1242, Geneva, CHE","Route des Moulières 6, 1217 Meyrin IRM, CHE",NO_MATCH,20,"The street names and numbers are different, and the cities are also different. These addresses are completely different locations.",azure_openai_batch_with_standardization,2025-08-21T20:51:07.969691,success
84,"Route de la Maison, Caree 1242    ,Satigny,CHE","Route de la Maison-Carrée 31,CHE","Route de la Maison-Carrée 1242, Satigny, CHE","Route de la Maison-Carrée 31, CHE",LOW,30,"The street names are similar but not identical, and the street numbers are different. The city is the same. These addresses are different but nearby locations.",azure_openai_batch_with_standardization,2025-08-21T20:51:07.969691,success
85,"Grubenstrauss 11-3322    ,Bern,CHE","Grubenstrauss 11-3322,CHE","Grubenstrauss 11-3322, Bern, CHE","Grubenstrauss 11-3322, CHE",HIGH,85,"Both addresses have the same street name and number. The first address includes the city, while the second does not. Given the high similarity and minor differences, they are very likely the same location.",azure_openai_batch_with_standardization,2025-08-21T20:51:07.969691,success
86,"Attisholzstrasse 11    ,Luterbach,4542,CHE","Austraße 11
6250 Kundl
%1,Kundl,6250,AUT","Attisholzstrasse 11, Luterbach, 4542, CHE","Austraße 11, Kundl, 6250, AUT",NO_MATCH,0,"Different countries (CHE vs AUT), different cities (Luterbach vs Kundl), different street names (Attisholzstrasse vs Austraße).",azure_openai_batch_with_standardization,2025-08-21T20:51:23.525527,success
87,"Hauptstrasse 4    ,Sisseln AG,4334,CHE","45 WATERVIEW BLVD_x000D_
 _x000D_
 _x000D_,PARISPPANY,07054,USA","Hauptstrasse 4, Sisseln AG, 4334, CHE","45 Waterview Blvd, Parsippany, 07054, USA",NO_MATCH,0,"Different countries (CHE vs USA), different cities (Sisseln AG vs Parsippany), different street names (Hauptstrasse vs Waterview Blvd).",azure_openai_batch_with_standardization,2025-08-21T20:51:23.525527,success
88,",NULL,CHE",,,,NO_MATCH,0,One or both addresses are empty,validation_check,2025-08-21T20:51:23.529968,empty_address
89,"Via Penate 4    ,Mendriso,6987,CHE","_x000D_
Blarenberglaan 2_x000D_
 _x000D_,Blarenberglaan 2,MECHELEN,2800,BEL","Via Penate 4, Mendriso, 6987, CHE","Blarenberglaan 2, Mechelen, 2800, BEL",NO_MATCH,0,"Different countries (CHE vs BEL), different cities (Mendriso vs Mechelen), different street names (Via Penate vs Blarenberglaan).",azure_openai_batch_with_standardization,2025-08-21T20:51:23.529968,success
90,"Hofwisenstrasse 56    ,Zurich,8153,CHE","Steinackerstrasse 56,CHE","Hofwisenstrasse 56, Zurich, 8153, CHE","Steinackerstrasse 56, CHE",LOW,30,"Same country (CHE), different street names (Hofwisenstrasse vs Steinackerstrasse), missing city information in second address.",azure_openai_batch_with_standardization,2025-08-21T20:51:23.529968,success
91,"Balzzimmermannstrasse 7    ,Zurich,8058,CHE",,,,NO_MATCH,0,One or both addresses are empty,validation_check,2025-08-21T20:51:36.924574,empty_address
92,"Gubelstrasse 24 Park Tower  ,Zug,6300,CHE","Baarerstrasse 96 Zug
%1,GBR","Gubelstrasse 24, Park Tower, Zug, 6300, CHE","Baarerstrasse 96, Zug, GBR",NO_MATCH,0,Different street names and different countries (CHE vs GBR).,azure_openai_batch_with_standardization,2025-08-21T20:51:36.924574,success
93,"Freiburgerstrasse 251    ,Bern,CHE","3008,CHE","Freiburgerstrasse 251, Bern, CHE","Bern, 3008, CHE",LOW,50,"Same city and country, but different street names and postal codes. Likely different addresses.",azure_openai_batch_with_standardization,2025-08-21T20:51:36.924574,success
94,"Raemistrasse 101    ,Zurich,8092,CHE","Freetrade Exchange, 4th Floor_x000D_
37 Peter Street_x000D_
 _x000D_,37 Peter Street,Manchester,M2 5GB,GBR","Raemistrasse 101, Zurich, 8092, CHE","Freetrade Exchange, 4th Floor, 37 Peter Street, Manchester, M2 5GB, GBR",NO_MATCH,0,Completely different addresses in different countries (CHE vs GBR).,azure_openai_batch_with_standardization,2025-08-21T20:51:36.924574,success
95,"Rue de Bains 33    ,Genève,1211,CHE","17 Rue de Lausanne,1201,CHE","Rue de Bains 33, Genève, 1211, CHE","Rue de Lausanne 17, Genève, 1201, CHE",LOW,30,"Different street names and numbers, but same city and country. Likely different addresses.",azure_openai_batch_with_standardization,2025-08-21T20:51:36.924574,success
96,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, 4056 Basel, CHE","Lichtstrasse 35, 4056 Basel, CHE",LOW,30,"Different street names and numbers, same city and postal code.",azure_openai_batch_with_standardization,2025-08-21T20:51:52.028790,success
97,"Route De La Pierre 22    ,Ecublens,1024,CHE","Route de la Maison-Carrée 31,CHE","Route De La Pierre 22, 1024 Ecublens, CHE","Route de la Maison-Carrée 31, CHE",NO_MATCH,0,"Different street names and numbers, incomplete address for second address.",azure_openai_batch_with_standardization,2025-08-21T20:51:52.028790,success
98,"Europastrasse 31    ,Glattbrugg,8152,CHE","31 PINE ST STE 205_x000D_
 _x000D_
 _x000D_,Norfolk,02056,USA","Europastrasse 31, 8152 Glattbrugg, CHE","31 Pine St Ste 205, 02056 Norfolk, USA",NO_MATCH,0,"Completely different countries, cities, and street names.",azure_openai_batch_with_standardization,2025-08-21T20:51:52.028790,success
99,"Klybeckstrasse,Basel,4057,CHE","Klybeckstr. 141, P 15, WKL-1358
4057 Basel
%1,Basel,4057,CHE","Klybeckstrasse, 4057 Basel, CHE","Klybeckstrasse 141, 4057 Basel, CHE",HIGH,85,"Same street name and city, different street numbers, but likely the same general location.",azure_openai_batch_with_standardization,2025-08-21T20:51:52.028790,success
100,"Schaffhauserstr. 101,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, 4332 Stein AG, CHE","Schaffhauserstrasse, 4332 Stein, CHE",MEDIUM,70,"Same street name and city, different street numbers, but likely the same general location.",azure_openai_batch_with_standardization,2025-08-21T20:51:52.028790,success
