id,original_address_1,original_address_2,standardized_address_1,standardized_address_2,match_level,confidence_score,analysis,method_used,timestamp,status
80,"Via Penate 4    ,Mendriso,6987,CHE","_x000D_
Blarenberglaan 2_x000D_
 _x000D_,Blarenberglaan 2,MECHELEN,2800,BEL","Via Penate 4, Mendrisio, 6987, Switzerland","Blarenberglaan 2, Mechelen, 2800, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:37:27.328397,success
81,"Hofwisenstrasse 56    ,Zurich,8153,CHE","Steinackerstrasse 56,CHE","Hofwisenstrasse 56, Zurich, 8153, Switzerland","Steinackerstrasse 56, Switzerland",NO_MATCH,10,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:37:45.269254,success
82,"Balzzimmermannstrasse 7    ,Zurich,8058,CHE",,,,NO_MATCH,0,One or both addresses are empty,validation_check,2025-08-22T10:37:45.269254,empty_address
83,"Gubelstrasse 24 Park Tower  ,Zug,6300,CHE","Baarerstrasse 96 Zug
%1,GBR","Gubelstrasse 24, Park Tower, Zug, 6300, Switzerland","Baarerstrasse 96, Zug, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:37:45.269254,success
84,"Freiburgerstrasse 251    ,Bern,CHE","3008,CHE","Freiburgerstrasse 251, Bern, Switzerland","3008, Bern, Switzerland",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:37:45.269254,success
85,"Raemistrasse 101    ,Zurich,8092,CHE","Freetrade Exchange, 4th Floor_x000D_
37 Peter Street_x000D_
 _x000D_,37 Peter Street,Manchester,M2 5GB,GBR","Raemistrasse 101, Zurich, 8092, Switzerland","Freetrade Exchange, 4th Floor, 37 Peter Street, Manchester, M2 5GB, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:37:45.269254,success
86,"Rue de Bains 33    ,Genève,1211,CHE","17 Rue de Lausanne,1201,CHE","33 Rue de Bains, Geneva, 1211, Switzerland","17 Rue de Lausanne, Geneva, 1201, Switzerland",NO_MATCH,20,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:03.918031,success
87,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","2 Fabrikstrasse, Basel, 4056, Switzerland","35 Lichtstrasse, Basel, 4056, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:03.918031,success
88,"Route De La Pierre 22    ,Ecublens,1024,CHE","Route de la Maison-Carrée 31,CHE","22 Route de la Pierre, Ecublens, 1024, Switzerland","31 Route de la Maison-Carrée, Switzerland",DIFFERENT_AREAS,10,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:03.918031,success
89,"Europastrasse 31    ,Glattbrugg,8152,CHE","31 PINE ST STE 205_x000D_
 _x000D_
 _x000D_,Norfolk,02056,USA","31 Europastrasse, Glattbrugg, 8152, Switzerland","31 Pine Street, Suite 205, Norfolk, Massachusetts, 02056, USA",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:03.918031,success
90,"Klybeckstrasse,Basel,4057,CHE","Klybeckstr. 141, P 15, WKL-1358
4057 Basel
%1,Basel,4057,CHE","Klybeckstrasse, Basel, 4057, Switzerland","141 Klybeckstrasse, P 15, WKL-1358, Basel, 4057, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:03.918031,success
91,"Schaffhauserstr. 101,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein, 4332, Aargau, Switzerland","Schaffhauserstrasse, Stein, 4332, Aargau, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:23.465050,success
92,"General-Guisan-Strasse 8    ,Zug,6300,CHE","Peter-Merian-Strasse 80,4052,CHE","General-Guisan-Strasse 8, Zug, 6300, Zug, Switzerland","Peter-Merian-Strasse 80, Basel, 4052, Basel-Stadt, Switzerland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:23.465050,success
93,"266 Kifissias Avenue, Halandri    ,Athens,CHE","274, Kifissias Avenue, Athens. Greece.,152 32,GRC","266 Kifissias Avenue, Halandri, Athens, Greece","274 Kifissias Avenue, Athens, 152 32, Greece",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:23.465050,success
94,"Talstrasse 1-9,Münchenbuchsee,3053,CHE","_x000D_
 _x000D_
Hullenbergweg 85_x000D_,AMSTERDAM,1101,NLD","Talstrasse 1-9, Münchenbuchsee, 3053, Bern, Switzerland","Hullenbergweg 85, Amsterdam, 1101, North Holland, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:23.465050,success
95,"Neuhofstrasse 4,Baar,6340,CHE","_x000D_
 _x000D_
Hullenbergweg 85_x000D_,AMSTERDAM,1101,NLD","Neuhofstrasse 4, Baar, 6340, Zug, Switzerland","Hullenbergweg 85, Amsterdam, 1101, North Holland, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:23.465050,success
96,"Drammensveien 288    ,Oslo,CHE","Drammensveien 288, 0283 Oslo.,283,NOR","Drammensveien 288, Oslo, Norway","Drammensveien 288, 0283 Oslo, Norway",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:41.335981,success
97,"Poststrasse 6    ,Zug,CHE","Poststrasse 6, Underground, Ground, 1st and 2nd floor, Zug, Switzerland.,6300,CHE","Poststrasse 6, Zug, 6300, Switzerland","Poststrasse 6, Zug, 6300, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:41.335981,success
98,"Wurmisweg 576,Kaiseraugst,4303,CHE","45 WATERVIEW BLVD_x000D_
 _x000D_
 _x000D_,PARISPPANY,07054,USA","Wurmisweg 576, Kaiseraugst, 4303, Switzerland","45 Waterview Boulevard, Parsippany, New Jersey, 07054, USA",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:41.335981,success
99,"Aeschengraben 27,Basel,4051,CHE","Willem Einthovenstraat 13
2342 BH Oegstgeest
Netherlands,Oegstgeest,2342 BH,NLD","Aeschengraben 27, Basel, 4051, Switzerland","Willem Einthovenstraat 13, 2342 BH Oegstgeest, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:41.335981,success
100,"25CS    ,Zurich,CHE","GOLDMAN SACHS, One Centenary Way_x000D_
 _x000D_
 _x000D_,BIRMINGHAM,B3 3HJ,GBR","25CS, Zurich, Switzerland","Goldman Sachs, One Centenary Way, Birmingham, B3 3HJ, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:38:41.335981,success
101,",NULL,CHE","CW0017A1 Church Minshall SAX, Muslin Row, Church Minshull, Nantwich, Cheshire CW5 6DY CW5 6DY %1,CW5 6DY,GBR","NULL, Switzerland","Muslin Row, Church Minshull, Nantwich, Cheshire, CW5 6DY, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:00.147054,success
102,"Lindbergh-Allee 1 ,Glattpark,CHE","Livesey Street Sheffield S6 2AP %1,Sheffield,S6 2AP,GBR","Lindbergh-Allee 1, Glattpark, Switzerland","Livesey Street, Sheffield, S6 2AP, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:00.147054,success
103,"Brandschenkestrasse 150,Zürich,8002,CHE","123 Buckingham Palace Road_x000D_ _x000D_ _x000D_,London,SW1W 9SR,GBR","Brandschenkestrasse 150, Zürich, 8002, Switzerland","123 Buckingham Palace Road, London, SW1W 9SR, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:00.147054,success
104,"CH-ZRH-100 ,Zurich,8002,CHE","100 Industrial Drive,USA","CH-ZRH-100, Zurich, 8002, Switzerland","100 Industrial Drive, United States",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:00.147054,success
105,"CH-ZRH-152 ,Zurich,8002,CHE","Lichtstrasse 35, WSJ-152 4056 Basel %1,Basel,4056,CHE","CH-ZRH-152, Zurich, 8002, Switzerland","Lichtstrasse 35, 4056 Basel, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:00.147054,success
106,"CH-ZRH-BEDE    ,Zurich,8002,CHE","RICHMOND BEDE VILLAGE  HOSPITAL LANE  GOODYERS END  BEDWORTH  COVENTRY CV12 0PB %1,CV12 0PB,GBR","CH-ZRH-BEDE, Zurich, 8002, Switzerland","Richmond Bede Village, Hospital Lane, Goodyers End, Bedworth, Coventry, CV12 0PB, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:18.412755,success
107,"CH-ZRH-BRA    ,Zurich,8002,CHE","Winsford Depot Site Wide Bradford Road_x000D_ _x000D_ _x000D_,Winsford,CW7 2PB,GBR","CH-ZRH-BRA, Zurich, 8002, Switzerland","Winsford Depot Site, Bradford Road, Winsford, CW7 2PB, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:18.412755,success
108,"CH-ZRH-EURB    ,Zurich,8004,CHE","19/20 Cornhill, Lincoln LN5 7HD %1,LN5 7HD,GBR","CH-ZRH-EURB, Zurich, 8004, Switzerland","19/20 Cornhill, Lincoln, LN5 7HD, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:18.412755,success
109,"CH-ZRH-EURD    ,Zurich,8004,CHE","19/20 Cornhill, Lincoln LN5 7HD %1,LN5 7HD,GBR","CH-ZRH-EURD, Zurich, 8004, Switzerland","19/20 Cornhill, Lincoln, LN5 7HD, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:18.412755,success
110,"CH-ZRH-EURH    ,Zurich,8004,CHE","19/20 Cornhill, Lincoln LN5 7HD %1,LN5 7HD,GBR","CH-ZRH-EURH, Zurich, 8004, Switzerland","19/20 Cornhill, Lincoln, LN5 7HD, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:18.412755,success
111,"Z.A. La Piece 16    ,Rolle,1180,CHE","Z.A La Piece 16,1180,CHE","Z.A. La Pièce 16, Rolle, 1180, Switzerland","Z.A. La Pièce 16, Rolle, 1180, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:35.422516,success
112,"Uferstrasse 70. 4057    ,Basel,CHE","Uferstrasse 70. 4057,CHE","Uferstrasse 70, Basel, 4057, Switzerland","Uferstrasse 70, Basel, 4057, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:35.422516,success
113,"Steinackerstrasse 28    ,Kloten,8302,CHE","Steinackerstrasse 28,CHE","Steinackerstrasse 28, Kloten, 8302, Switzerland","Steinackerstrasse 28, Kloten, 8302, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:35.422516,success
114,"Steinackerstrasse 47    ,Kloten,8302,CHE","Steinackerstrasse 47,CHE","Steinackerstrasse 47, Kloten, 8302, Switzerland","Steinackerstrasse 47, Kloten, 8302, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:35.422516,success
115,"Steinackerstrasse 56    ,Kloten,8302,CHE","Steinackerstrasse 56,CHE","Steinackerstrasse 56, Kloten, 8302, Switzerland","Steinackerstrasse 56, Kloten, 8302, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:35.422516,success
116,"Victor von Bruns-Strasse 21    ,Neuhausen,8212,CHE","1 Albert Quay Ballintemple_x000D_
 _x000D_
 _x000D_,Cork,T12X8N6,IRL","Victor von Bruns-Strasse 21, Neuhausen am Rheinfall, Schaffhausen, 8212, Switzerland","1 Albert Quay, Ballintemple, Cork, T12X8N6, Ireland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:55.867015,success
117,"Basserdorf (Zurich), Switzerland (Office #1)-Grindelstrasse 19-510256 GF, BF-Basserdorf (Zurich)-8303 510256,Basserdorf (Zurich),8303,CHE","Claridenstrasse 41
8002 Zurich
%1,Zurich,8002,CHE","Grindelstrasse 19, Bassersdorf, Zurich, 8303, Switzerland","Claridenstrasse 41, Zurich, Zurich, 8002, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:55.867015,success
118,"Basserdorf (Zurich), Switzerland (Office #2)-Grindelstrasse 19-510253 Basserdorf (Zurich)-8303 510253,Basserdorf (Zurich),8303,CHE","Claridenstrasse 41
8002 Zurich
%1,Zurich,8002,CHE","Grindelstrasse 19, Bassersdorf, Zurich, 8303, Switzerland","Claridenstrasse 41, Zurich, Zurich, 8002, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:55.867015,success
119,"Bern (Zollikofen,) Switzerland-Office-Stampflistrasse 13-5407-T GF, Basement-Zollikofen-3052 5407-T,Zollikofen,3052,CHE","Talstrasse 3-5, Münchenbuchsee, 3053, Bern, Switzerland.,3053,CHE","Stampflistrasse 13, Zollikofen, Bern, 3052, Switzerland","Talstrasse 3-5, Münchenbuchsee, Bern, 3053, Switzerland",DIFFERENT_BUT_NEARBY,49,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:55.867015,success
120,"Brig, Switzerland-Furkastrasse 19-Furkastrasse 19-4451-T Ground Floor-Brig-3900 4451-T,Brig,3900,CHE","Briggs and Forrester
%1,GBR","Furkastrasse 19, Brig, Valais, 3900, Switzerland","Briggs and Forrester, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:39:55.867015,success
121,"Dietikon, Switzerland -Lerzenstrasse 14-200646N Floor 2-Dietikon-8953 200646N,Dietikon,8953,CHE","3rd Floor Connaught House_x000D_
1 Burlington Road_x000D_
 _x000D_,1 Burlington Road,Dublin,D04C5Y6,IRL","Lerzenstrasse 14, Floor 2, Dietikon, 8953, Switzerland","3rd Floor, Connaught House, 1 Burlington Road, Dublin, D04C5Y6, Ireland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:21.775418,success
122,"2 rue de L'industrie    ,Bulle,1630,CHE","2 rue de L'industrie,1630,CHE","2 Rue de l'Industrie, Bulle, 1630, Switzerland","2 Rue de l'Industrie, Bulle, 1630, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:21.775418,success
123,"BATIMENTS GIGAPLEX RUE DES MOULIERES 12,Meyrin,1217,CHE","Route des Moulières 12 
CH-1217 Meyrin 

Switzerland,CHE","Bâtiments Gigaplex, Rue des Moulières 12, Meyrin, 1217, Switzerland","Route des Moulières 12, Meyrin, 1217, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:21.775418,success
124,"Vulkanstr. 106    ,Zürich,8010,CHE","1020 Wien Obere Donaustrasse 95 
INGA SUCK, WIEN
Austria,WIEN,INGA SUCK,,AUT","Vulkanstrasse 106, Zürich, 8010, Switzerland","Obere Donaustrasse 95, 1020 Wien, Austria",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:21.775418,success
125,"Route de Pré-Bois 20    ,Meyrin,1217,CHE","ICC Building-Bloc-A
20 Route de Pre-Bois
1215 GENEVE
Switzerland,GENEVE,1215,CHE","Route de Pré-Bois 20, Meyrin, 1217, Switzerland","ICC Building-Bloc-A, 20 Route de Pré-Bois, Genève, 1215, Switzerland",DIFFERENT_BUT_NEARBY,49,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:21.775418,success
126,"Lichtstrasse 35,Basel,4056,CHE","Lichtstrasse 35_x000D_
 _x000D_
 _x000D_,Basel,4056,CHE","Lichtstrasse 35, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:40.859753,success
127,"Schaffhauserstr. 101,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein, 4332, Switzerland","Schaffhauserstrasse, Stein, 4332, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:40.859753,success
128,"Rothausstrasse 61,Muttenz,4132,CHE","Suurstoffi 14_x000D_
 _x000D_
 _x000D_,Rotkreuz,6343,CHE","Rothausstrasse 61, Muttenz, 4132, Switzerland","Suurstoffi 14, Rotkreuz, 6343, Switzerland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:40.859753,success
129,"Chemin de la Mairie 24,Perly,1258,CHE","The Capitol Building
Oldbury

Bracknell
Berkshire
RG12 8FZ
%1,Bracknell,RG12 8FZ,GBR","Chemin de la Mairie 24, Perly, 1258, Switzerland","The Capitol Building, Oldbury, Bracknell, Berkshire, RG12 8FZ, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:40.859753,success
130,"Neumühlequai 6,Zürich,8001,CHE","The Capitol Building
Oldbury

Bracknell
Berkshire
RG12 8FZ
%1,Bracknell,RG12 8FZ,GBR","Neumühlequai 6, Zürich, 8001, Switzerland","The Capitol Building, Oldbury, Bracknell, Berkshire, RG12 8FZ, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:40:40.859753,success
131,"Industrie Nord 1  ,Werthenstein,6105,CHE","Zl Paris Nord II, 33 rue des Vanesses,93420,FRA","Industrie Nord 1, Werthenstein, Lucerne, 6105, Switzerland","Zl Paris Nord II, 33 Rue des Vanesses, Drancy, Île-de-France, 93420, France",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:00.360174,success
132,"Bösch 21    ,Hünenberg,6331,CHE","_x000D_
EIKENBOSCH 24_x000D_
Noord-Brabant_x000D_,EIKENBOSCH 24,BERKEL-ENSCHOT,5056 GB,NLD","Bösch 21, Hünenberg, Zug, 6331, Switzerland","Eikenbosch 24, Berkel-Enschot, Noord-Brabant, 5056 GB, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:00.360174,success
133,"Obere Ey 4    ,Dulliken,4657,CHE","Obere Ey 4,CHE","Obere Ey 4, Dulliken, Solothurn, 4657, Switzerland","Obere Ey 4, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:00.360174,success
134,"Grubenstrauss 11-3322    ,Bern,CHE","Grubenstrauss 11-3322,CHE","Grubenstrasse 11-3322, Bern, Bern, Switzerland","Grubenstrasse 11-3322, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:00.360174,success
135,"Steinackerstrasse 28    ,Kloten,8302,CHE","Steinackerstrasse 28,CHE","Steinackerstrasse 28, Kloten, Zurich, 8302, Switzerland","Steinackerstrasse 28, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:00.360174,success
136,"Steinackerstrasse 45    ,Kloten,8302,CHE","Steinackerstrasse 45,CHE","Steinackerstrasse 45, Kloten, 8302, Zurich, Switzerland","Steinackerstrasse 45, Kloten, 8302, Zurich, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:18.903352,success
137,"Steinackerstrasse 47    ,Kloten,8302,CHE","Steinackerstrasse 47,CHE","Steinackerstrasse 47, Kloten, 8302, Zurich, Switzerland","Steinackerstrasse 47, Kloten, 8302, Zurich, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:18.903352,success
138,"Steinackerstrasse 56    ,Kloten,8302,CHE","Steinackerstrasse 56,CHE","Steinackerstrasse 56, Kloten, 8302, Zurich, Switzerland","Steinackerstrasse 56, Kloten, 8302, Zurich, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:18.903352,success
139,"6, route du Grand Lancy    ,Geneva,CHE","DY1057A1 Merry Hill 4266, Unit 46 The Merry Hill Centre, Brierley Hill, West Midlands DY5 1QX  Store Tel: 01384 76761 DY5 1QX %1,DY5 1QX,GBR","6 Route du Grand Lancy, Geneva, Switzerland","Unit 46 The Merry Hill Centre, Brierley Hill, West Midlands, DY5 1QX, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:18.903352,success
140,"Egerkingen, Switzerland-Winkelstrasse 2-25503-T Egerkingen-4622 25503-T,Egerkingen,4622,CHE","_x000D_ T Hofveld 6d_x000D_ _x000D_,T Hofveld 6d,GROOT-BIJGAARDEN,1702,BEL","Winkelstrasse 2, Egerkingen, 4622, Solothurn, Switzerland","T Hofveld 6d, Groot-Bijgaarden, 1702, Flemish Brabant, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:18.904319,success
141,"Nafels, Switzerland-4b Industriestrasse -200247N Nafels-8752 200247N,Nafels,8752,CHE","61 Southwark Street_x000D_
 _x000D_
 _x000D_,London,SE1 0HL,GBR","4b Industriestrasse, Nafels, 8752, Glarus, Switzerland","61 Southwark Street, London, SE1 0HL, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:39.208864,success
142,"Neuhausen, Switzerland-Victor von Bruns-Strasse 21-27619-T 2nd-4th Floor, 4th Floor Terrace, 1st-2nd Basement-Schaffhausen, Neuhausen-8212 27619-T,Schaffhausen, Neuhausen,8212,CHE","Ground, 2nd, 4th and 5th Floor, North House, St Edwards Way
 Romford
 RM1 3PP
%1,Romford,RM1 3PP,GBR","Victor von Bruns-Strasse 21, Neuhausen, 8212, Schaffhausen, Switzerland","North House, St Edwards Way, Romford, RM1 3PP, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:39.208864,success
143,"Satigny, Switzerland-Rue du Pre-de-la-Fontaine 8-200729N Basement / 2nd floor-Satigny-1242 200729N,Satigny,1242,CHE","16, Rue des Sablières1242 Satigny CH,1242,CHE","Rue du Pre-de-la-Fontaine 8, Satigny, 1242, Geneva, Switzerland","16 Rue des Sablières, Satigny, 1242, Geneva, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:39.208864,success
144,"Rothausstrasse 61,Muttenz,4132,CHE","Flughafenstrasse, Basel,4030,CHE","Rothausstrasse 61, Muttenz, 4132, Basel-Landschaft, Switzerland","Flughafenstrasse, Basel, 4030, Basel-Stadt, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:39.208864,success
145,"Flughaffenstrasse,Basel,4030,CHE","Flughafenstrasse, Basel,4030,CHE","Flughafenstrasse, Basel, 4030, Basel-Stadt, Switzerland","Flughafenstrasse, Basel, 4030, Basel-Stadt, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:39.208864,success
146,"Centralbahnstrasse 4,Basel,4051,CHE","Flughafenstrasse, Basel,4030,CHE","Centralbahnstrasse 4, Basel, Basel-Stadt, 4051, Switzerland","Flughafenstrasse, Basel, Basel-Stadt, 4030, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:57.409141,success
147,"Basel,4030,CHE","Flughafenstrasse, Basel,4030,CHE","Basel, Basel-Stadt, 4030, Switzerland","Flughafenstrasse, Basel, Basel-Stadt, 4030, Switzerland",PROBABLY_SAME_LOCATION,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:57.409141,success
148,"Switzerland Other Location,Switzerland Other Location,CHE","Robert-Koch-Straße 1,22851,GER","Switzerland Other Location, Switzerland","Robert-Koch-Straße 1, Norderstedt, Schleswig-Holstein, 22851, Germany",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:57.409141,success
149,"Es-che, Zurich    ,Zurich,CHE","Refinitiv Zurich, Dufourstrasse 43,0,CHE","Escher-Wyss-Platz, Zurich, Zurich, 8005, Switzerland","Dufourstrasse 43, Zurich, Zurich, 8008, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:57.409141,success
150,"Suurstoffi 18    ,Rotkreuz,6343,CHE","Suurstoffi 18,6343,SWZ","Suurstoffi 18, Rotkreuz, Zug, 6343, Switzerland","Suurstoffi 18, Rotkreuz, Zug, 6343, Switzerland",IDENTICAL_LOCATION,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:41:57.409141,success
151,"Route Suisse, 8A Room 19, ETOY, 1163, CHE",CH,"Route Suisse 8A, Room 19, Etoy, Vaud, 1163, Switzerland",Switzerland,NO_MATCH,5,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:15.310754,success
152,"Route Suisse, 8A Room 19 Room #19, ETOY, 1163, CHE","Credit Suisse Saudi Arabia, King Fahad Road 12361-6858, P.O.Box 5000, Riyadh, Saudi Arabia, SAU, SAU","Route Suisse 8A, Room 19, Etoy, Vaud, 1163, Switzerland","Credit Suisse Saudi Arabia, King Fahad Road, P.O.Box 5000, Riyadh, Riyadh Province, 12361-6858, Saudi Arabia",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:15.310754,success
153,"Rte de Saint-Julien 7/9, Carouge GE, 1227, CHE","Route de Saint Julien 7/9, 1227, CHE","Route de Saint-Julien 7/9, Carouge, Geneva, 1227, Switzerland","Route de Saint-Julien 7/9, Carouge, Geneva, 1227, Switzerland",IDENTICAL,98,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:15.310754,success
154,"24 AVENUE DE PROVENCE, 1007, Lausanne, CHE","Avenue de Provence 10-12, CHE","24 Avenue de Provence, Lausanne, Vaud, 1007, Switzerland","Avenue de Provence 10-12, Lausanne, Vaud, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:15.310754,success
